,Alcohol,Appellation,Category,Points,Price,Review,Url,Variety,Wine,Winery,Appellation1,Appellation2,Appellation3,Appellation4,wine_type,Varietals,Region,Year,Region2,Var
62,14.6,"Red Mountain, Columbia Valley, Washington, US",Red,85,45.0,"Baking spice, vanilla, licorice and dried cherry aromas are followed by dried-out-seeming fruit flavors. Dry tannins and cranberry flavors fill it out. It seems quite evolved for its age.",https://www.winemag.com/buying-guide/auclair-2015-heart-of-the-hill-vineyard-cabernet-sauvignon-red-mountain-304191/,Cabernet Sauvignon,Auclair 2015 Heart of the Hill Vineyard Cabernet Sauvignon (Red Mountain),Auclair,Red Mountain, Columbia Valley, Washington, US,Heart of the Hill Vineyard Cabernet Sauvignon,Cabernet Sauvignon,,2015.0,Washington,Cabernet Sauvignon
63,15.2,"Paso Robles, Central Coast, California, US",Red,85,35.0,Overextracted aromas of tangy black plum and blackberry jam show on the nose of this bottling. Ripe flavors of black-plum juice prove too tangy and nearly vinegar-like.,https://www.winemag.com/buying-guide/balderdash-2014-49-mulberry-merlot-paso-robles-303149/,Merlot,Balderdash 2014 49 Mulberry Merlot (Paso Robles),Balderdash,Paso Robles, Central Coast, California, US,,Merlot,,2014.0,Paso Robles,Merlot
64,13.7,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,85,21.0,"Aromas of soil, violet, herb and cherry lead to medium-bodied fruit flavors that trail on the finish. It seems slightly evolved for its age.",https://www.winemag.com/buying-guide/gordon-estate-2014-estate-grown-petit-verdot-columbia-valley-wa-304183/,Petit Verdot,Gordon Estate 2014 Estate Grown Petit Verdot (Columbia Valley (WA)),Gordon Estate,Columbia Valley (WA), Columbia Valley, Washington, US,Estate Grown Petit Verdot,Petit Verdot,,2014.0,Washington,Petit Verdot
65,12.0,"Texas, Texas, US",White,85,20.0,"Pear and apricot aromas are joined by a soapy gardenia note. The palate is ripe and loaded with peach, guava, lemon and rose. Blood orange acidity moves to a finish of apple and blossoms.",https://www.winemag.com/buying-guide/landon-2016-bingham-family-vineyards-viognier-texas/,Viognier,Landon 2016 Bingham Family Vineyards Viognier (Texas),Landon,Texas, Texas, US,,Bingham Family Vineyards Viognier,Viognier,,2016.0,Texas,Viognier
66,12.5,"Lodi, Central Valley, California, US",White,85,17.0,"This light-bodied wine is grassy in aroma, has lean veggie and lemon flavors and a fairly crisp mouthfeel.",https://www.winemag.com/buying-guide/langetwins-2017-estate-grown-musque-clone-sauvignon-blanc-lodi/,Sauvignon Blanc,LangeTwins 2017 Estate Grown Musqué Clone Sauvignon Blanc (Lodi),LangeTwins,Lodi, Central Valley, California, US,Estate Grown,Sauvignon Blanc,,2017.0,Lodi,Sauvignon Blanc
67,12.5,"Texas, Texas, US",White,85,19.0,"A floral and herbal nose delivers rose, white pepper and lime. The palate offers plenty of acidity but is gentle and soft in feel, with ripe lime and grapefruit flavors that are rounded out by a blossomy note. A dry, citrus finish shows astringent acidity and a white pepper tone.",https://www.winemag.com/buying-guide/messina-hof-2017-dry-style-pinot-blanc-texas-303640/,Pinot Blanc,Messina Hof 2017 Dry Style Pinot Blanc (Texas),Messina Hof,Texas, Texas, US,,Dry Style Pinot Blanc,Pinot Blanc,,2017.0,Texas,Pinot Blanc
68,14.5,"Lodi, Central Valley, California, US",Red,85,26.0,"An abundance of sweet-seeming, spicy oak fills the aroma and smothers the fruit flavors in this spice cabinet of a wine. It has lots of vanilla, ginger, nutmeg and maple flavors and full body.",https://www.winemag.com/buying-guide/moss-roxx-2015-ancient-vine-reserve-zinfandel-lodi/,Zinfandel,Moss Roxx 2015 Ancient Vine Reserve Zinfandel (Lodi),Moss Roxx,Lodi, Central Valley, California, US,Ancient Vine Reserve Zinfandel,Zinfandel,,2015.0,Lodi,Zinfandel
69,13.5,Olelo,Red,85,15.0,"Light-red fruit, crushed gravel and a hint of gunmetal aromas show on the nose of this bottling. It's lighter bodied on the palate with lots of turned soil flavors and just a touch of red fruit.",https://www.winemag.com/buying-guide/olelo-2016-merlot-paso-robles-303531/,Paso Robles,Olelo 2016 Merlot (Paso Robles),Olelo,Olelo,,,,Merlot,,Paso Robles,2016.0,,Merlot
70,13.9,Ballard Lane,White,85,12.0,"A slightly darker shade of yellow in the glass, this bottling shows dried apple, wet hay and orange touches on the nose. The palate offers apple, pear and lime flavors, but without much texture or energy.",https://www.winemag.com/buying-guide/ballard-lane-2017-sauvignon-blanc-santa-barbara-county-303830/,Santa Barbara County,Ballard Lane 2017 Sauvignon Blanc (Santa Barbara County),Ballard Lane,Ballard Lane,,,,Sauvignon Blanc,,Santa Barbara County,2017.0,,Sauvignon Blanc
71,13.5,Dirt Diva,Red,85,14.0,"There is beautiful packaging on this bottle, yet it contains less-than-beautiful wine. Aromas of vinegar-laced cranberry sauce leads into tangy cooked cranberry flavors on the sip.",https://www.winemag.com/buying-guide/dirt-diva-2015-red-paso-robles-303200/,Paso Robles,Dirt Diva 2015 Red (Paso Robles),Dirt Diva,Dirt Diva,,,,Red,,Paso Robles,2015.0,,Red
72,12.5,Farmhouse,White,85,13.0,"This wine has a pink tinge in the color and strong floral and fruity aromas. It is peachy in flavor, light in body and slightly sweet, making it an aromatic, picnic-style wine.",https://www.winemag.com/buying-guide/farmhouse-2017-white-california/,California,Farmhouse 2017 White (California),Farmhouse,Farmhouse,,,,White,,California,2017.0,,White
73,11.0,Grape Creek Vineyards,White,85,22.0,"Perfumed notes of rose and lily are joined by lime zest and candied orange on the nose of this refreshing, but simple Riesling. On the light footed and playful palate there is an orange flavored sweetness throughout, with notes of tart green apple, ripe lemon and pear. There are some chalky, mineral notes that quietly add depth to the palate, while ripe grapefruit and lime round out the finish.",https://www.winemag.com/buying-guide/grape-creek-vineyards-2016-riesling-texas/,Texas,Grape Creek Vineyards 2016 Riesling (Texas),Grape Creek Vineyards,Grape Creek Vineyards,,,,Riesling,,Texas,2016.0,,Riesling
74,14.5,Kenwood,White,85,14.0,"Golden in color, this wine opens bright and fresh on the nose before providing a lush, creamy and fruit-forward experience of indelible ripeness on the palate.",https://www.winemag.com/buying-guide/kenwood-2017-pinot-gris-russian-river-valley-304619/,Russian River Valley,Kenwood 2017 Pinot Gris (Russian River Valley),Kenwood,Kenwood,,,,Pinot Gris,,Russian River Valley,2017.0,,Pinot Gris
75,14.6,"Paso Robles, Central Coast, California, US",Rose,85,18.0,"A rusty shade of pink, this bottling, which includes 10% Picpoul Blanc, shows cooked cherries and baking spice on the nose. The palate is full of watery cherries.",https://www.winemag.com/buying-guide/kula-2017-rose-of-syrah-paso-robles-303022/,Syrah,Kula 2017 Rosé of Syrah (Paso Robles),Kula,Paso Robles, Central Coast, California, US,,Syrah,,2017.0,Paso Robles,Syrah
76,13.5,"Monticello, Virginia, US",White,85,22.0,"A fairly dark shade of rusty gold in the glass, this bottling starts with aromas of toasted nuts and baked bread. The palate comes across more fresh, showing tangy lemon rind, unsweetened iced tea and more nutty qualities.",https://www.winemag.com/buying-guide/lovingston-2016-janets-block-chardonnay-monticello/,Chardonnay,Lovingston 2016 Janet's Block Chardonnay (Monticello),Lovingston,Monticello, Virginia, US,,,Chardonnay,,2016.0,Virginia,Chardonnay
77,14.68,"Lodi, Central Valley, California, US",White,85,21.0,"This is a good, basic wine with modest amounts of fruitiness and butteriness mingling on a medium body. A chalky, earthy note comes in on the midpalate and lingers.",https://www.winemag.com/buying-guide/viaggio-2016-buttercup-chardonnay-lodi/,Chardonnay,Viaggio 2016 Buttercup Chardonnay (Lodi),Viaggio,Lodi, Central Valley, California, US,Buttercup Chardonnay,Chardonnay,,2016.0,Lodi,Chardonnay
78,12.5,Fetzer,White,85,10.0,"Light in color and flavor, this wine smells tangy and citrus-like, and tastes lean and low in fruit and acidity. It's clean and simple in character.",https://www.winemag.com/buying-guide/fetzer-2017-sauvignon-blanc-california-303262/,California,Fetzer 2017 Sauvignon Blanc (California),Fetzer,Fetzer,,,,Sauvignon Blanc,,California,2017.0,,Sauvignon Blanc
79,14.0,Jack's House,Red,85,15.0,This wine seems sweet due to candied-fruit aromas and flavors and oaky spices like vanilla and maple. It is medium bodied and soft in texture for the varietal.,https://www.winemag.com/buying-guide/jacks-house-2016-cabernet-sauvignon-california-302955/,California,Jack's House 2016 Cabernet Sauvignon (California),Jack's House,Jack's House,,,,Cabernet Sauvignon,,California,2016.0,,Cabernet Sauvignon
80,13.6,"Texas High Plains, Texas, US",Red,85,20.0,"The nose offers aromas of Marasca cherry, candied orange and sharp angostura bitters over subtler tones of sawdust and aged oak. Fairly tart upfront in flavors of plum and red cherry, the palate is bolstered by sandy tannins and tangy acidity.",https://www.winemag.com/buying-guide/llano-estacado-2014-thp-montepulciano-texas-high-plains/,Montepulciano,Llano Estacado 2014 THP Montepulciano (Texas High Plains),Llano Estacado,Texas High Plains, Texas, US,,THP Montepulciano,Montepulciano,,2014.0,Texas High Plains,Montepulciano
81,14.2,"Rattlesnake Hills, Columbia Valley, Washington, US",Red,85,36.0,"High-toned apple and cherry aromas are followed by a scratchy feeling palate marked by gritty tannins. The tannins don't seem to have fully ripened, and the variety is hard to find.",https://www.winemag.com/buying-guide/maryhill-2015-elephant-mountain-vineyard-cabernet-franc-rattlesnake-hills-304184/,Cabernet Franc,Maryhill 2015 Elephant Mountain Vineyard Cabernet Franc (Rattlesnake Hills),Maryhill,Rattlesnake Hills, Columbia Valley, Washington, US,Elephant Mountain Vineyard Cabernet Franc,Cabernet Franc,,2015.0,Washington,Cabernet Franc
83,13.7,Gray Ghost,White,85,19.0,"Muted in a nutty aroma, this approachable wine doesn't offer much in fruity or floral notes. It shows a lighter take on the palate as well, where lemon, almond skin and lees tones are subdued. Soft and thin in mouthfeel, it has a short, but friendly finish.",https://www.winemag.com/buying-guide/gray-ghost-2017-chardonnay-virginia/,Virginia,Gray Ghost 2017 Chardonnay (Virginia),Gray Ghost,Gray Ghost,,,,Chardonnay,,Virginia,2017.0,,Chardonnay
84,14.1,"Napa Valley, Napa, California, US",White,85,35.0,"This wine is viscous and sweetly ripe in baked apple and honey flavors, with a thickness that persists.",https://www.winemag.com/buying-guide/hailstone-vineyards-2017-32-degrees-sauvignon-blanc-napa-valley/,Sauvignon Blanc,Hailstone Vineyards 2017 32 Degrees Sauvignon Blanc (Napa Valley),Hailstone Vineyards,Napa Valley, Napa, California, US,,Sauvignon Blanc,,2017.0,Napa Valley,Sauvignon Blanc
85,13.0,"Monticello, Virginia, US",White,85,35.0,"Tight aromas of banana, white grape and juniper show on the nose of this Viognier. The ripe yet racy palate is framed by decent acidity, while delivering flavors of pastille candies and melon.",https://www.winemag.com/buying-guide/jefferson-vineyards-2017-jeffersons-own-estate-reserve-viognier-monticello/,Viognier,Jefferson Vineyards 2017 Jefferson's Own Estate Reserve Viognier (Monticello),Jefferson Vineyards,Monticello, Virginia, US,,,Viognier,,2017.0,Virginia,Viognier
86,11.3,"California, California Other, California, US",White,85,17.0,"This is a good picnic wine to serve with cheese or salty snacks. It's sweet, smooth and very fruity, with medium body, low alcohol and soft acidity.",https://www.winemag.com/buying-guide/jessies-grove-2017-jessies-collection-orange-muscat-california/,Orange Muscat,Jessie's Grove 2017 Jessie's Collection Orange Muscat (California),Jessie's Grove,California, California Other, California, US,,Orange Muscat,,2017.0,California,Orange Muscat
88,12.1,Maryhill,White,85,16.0,"The aromas seem muddled, needing more clarity. The palate drinks medium-plus sweet, with peach and orange flavors. It doesn't all come together, living off the sugar.",https://www.winemag.com/buying-guide/maryhill-2017-riesling-columbia-valley-wa-304189/,Columbia Valley (WA),Maryhill 2017 Riesling (Columbia Valley (WA)),Maryhill,Maryhill,,,,Riesling,,,2017.0,,Riesling
89,12.1,James Charles,Red,85,30.0,"This wine offers jammy blueberry and lavender aromas that are tinged with brett. The palate brings high-octane flavors, supported by racy acidity that both demand more tannic structure and complexity in mouthfeel.",https://www.winemag.com/buying-guide/james-charles-2017-cabernet-sauvignon-virginia/,Virginia,James Charles 2017 Cabernet Sauvignon (Virginia),James Charles,James Charles,,,,Cabernet Sauvignon,,Virginia,2017.0,,Cabernet Sauvignon
90,13.9,"Texas, Texas, US",Red,85,35.0,"Aromas of fur, rubber and black plum take on a feral character. Concentrated tannins are a brutish gatekeeper, settling on the front of the palate ahead of flavors of black plum, cassis, vanilla and baking spice. The tannins are the guiding force through the spicy finish that carries nutmeg and black fruit.",https://www.winemag.com/buying-guide/llano-estacado-2014-1836-red-texas/,Red Blend,Llano Estacado 2014 1836 Red (Texas),Llano Estacado,Texas, Texas, US,,Red,Red Blend,,2014.0,Texas,Red Blend
91,15.2,"Wahluke Slope, Columbia Valley, Washington, US",Red,85,40.0,"The aromas offer notes of toast, spice and dark fruit. Despite the higher alcohol level, the flavors are somewhat lighter in style, a touch sweet but straight down the fairway, with a tangy finish. It's a straightforward, easy drinker.",https://www.winemag.com/buying-guide/maryhill-2015-vineyard-series-clifton-hill-vineyard-cabernet-sauvignon-wahluke-slope-304185/,Cabernet Sauvignon,Maryhill 2015 Vineyard Series Clifton Hill Vineyard Cabernet Sauvignon (Wahluke Slope),Maryhill,Wahluke Slope, Columbia Valley, Washington, US,Vineyard Series Clifton Hill Vineyard Cabernet Sauvignon,Cabernet Sauvignon,,2015.0,Washington,Cabernet Sauvignon
92,14.4,"Russian River Valley, Sonoma, California, US",Red,85,45.0,This wine is simple in structure with a medium-bodied richness of juicy red fruit.,https://www.winemag.com/buying-guide/merriam-2013-windacre-vineyard-cabernet-franc-russian-river-valley/,Cabernet Franc,Merriam 2013 Windacre Vineyard Cabernet Franc (Russian River Valley),Merriam,Russian River Valley, Sonoma, California, US,Windacre Vineyard Cabernet Franc,Cabernet Franc,,2013.0,Russian River Valley,Cabernet Franc
93,13.5,Seven Daughters,Red,85,15.0,This medium-bodied wine has an earthy overtone at first sip and then generally ripe and plummy flavors that are straightforward but lightly accented by vanilla. It feels smooth in texture.,https://www.winemag.com/buying-guide/seven-daughters-2015-cabernet-sauvignon-california-303280/,California,Seven Daughters 2015 Cabernet Sauvignon (California),Seven Daughters,Seven Daughters,,,,Cabernet Sauvignon,,California,2015.0,,Cabernet Sauvignon
94,12.5,Slater Run,Red,85,26.0,"Gentle in texture and in flavor, this wine is medium bodied, rather soft in mouthfeel and has ripe strawberry and raspberry notes. The finish is pleasant but short.",https://www.winemag.com/buying-guide/slater-run-2017-cabernet-franc-virginia-302859/,Virginia,Slater Run 2017 Cabernet Franc (Virginia),Slater Run,Slater Run,,,,Cabernet Franc,,Virginia,2017.0,,Cabernet Franc
95,11.5,"Warren Hills, New Jersey, US",White,84,19.0,"Perfumed and floral aromas are joined by lychee, citrus and sugar plum on the nose. Lemon juice and grapefruit pith are highlighted by pineapple acidity, florals and grassiness on the straightforward palate, finishing with lemon pith and wet stone.",https://www.winemag.com/buying-guide/alba-2016-dry-riesling-warren-hills/,Riesling,Alba 2016 Dry Riesling (Warren Hills),Alba,Warren Hills, New Jersey, US,,Dry Riesling,Riesling,,2016.0,,Riesling
